prior,n_windows,replicate,seed,window_cycles,n_samples_per_window,n_samples_total,zeta_true,f_n_hz,noise_sd,prior_mu,prior_sd,zeta_mean,zeta_sd,zeta_q025,zeta_q975,zeta_mle,profile_q025,profile_q975,sensitivity,cv_zeta,lambda_zeta,response_half_width_nonlinear,zeta_credible_half_width,profile_response_half_width,lambda_profile,accept_lambda,accept_nonlinear,accept_profile,response_bias_relative,response_bias_mle_relative,credible_coverage,zeta_error_sq,false_accept,false_reject,profile_false_accept,profile_false_reject
debil,20,15,20260743,5,250,5000,0.03,1.0,0.5,0.03,0.03,0.030507753658243892,0.0017533228755822687,0.02682909218495391,0.0337351676512881,0.030635983263598322,0.02717991631799163,0.033598326359832634,1.0,0.0574713856425965,1.1264391585948912,0.11639188575043949,0.11318557806153019,0.10766226864774327,1.0308923284662206,False,False,False,0.01664342986153258,0.020759355367385834,True,2.578137774600562e-07,False,True,False,True
debil,20,16,20260744,5,250,5000,0.03,1.0,0.5,0.03,0.03,0.028385630999685718,0.0017478666573192796,0.024738003037372978,0.03158600125098829,0.028167364016736397,0.025205020920502086,0.031623430962343095,1.0,0.06157575490707364,1.2068847961786433,0.1243864029177304,0.12062437882200207,0.11340902597601138,1.1079623068928484,False,False,False,0.05687275369471812,0.06506238859180051,True,2.60618726917573e-06,False,True,False,True
debil,20,17,20260745,5,250,5000,0.03,1.0,0.5,0.03,0.03,0.030625299451263147,0.0018249730220634875,0.026811436552866615,0.033993156286829626,0.030635983263598322,0.02717991631799163,0.03409205020920502,1.0,0.059590373147787,1.1679713136966252,0.12066108493867887,0.11725142060066943,0.11426487143026415,1.1059306088041743,False,False,False,0.020417741621049073,0.020759355367385834,True,3.909994037499936e-07,False,True,False,True
debil,20,18,20260746,5,250,5000,0.03,1.0,0.5,0.03,0.03,0.028195082529378718,0.0017250874467257468,0.024573332907920277,0.031373519291552174,0.028167364016736397,0.025205020920502086,0.03112970711297071,1.0,0.06118398287815756,1.199206064411888,0.12434745140066278,0.12059170914903755,0.10634558540033424,1.0296462978197194,False,False,False,0.06401532851484269,0.06506238859180051,True,3.2577270757539235e-06,False,True,False,True
debil,20,19,20260747,5,250,5000,0.03,1.0,0.5,0.03,0.03,0.030289672696672546,0.0017993487875003656,0.02652302122759954,0.033586692881838714,0.030142259414225936,0.02717991631799163,0.033598326359832634,1.0,0.05940469563733622,1.1643320344917898,0.1200894490229428,0.11660198056572511,0.1059272034059468,1.0383145938871716,False,False,False,0.009563414552986343,0.004719600222098776,True,8.391027119754559e-08,False,True,False,True
debil,20,20,20260748,5,250,5000,0.03,1.0,0.5,0.03,0.03,0.03149150938506101,0.0018002089726970277,0.027736131470601937,0.03482006333438446,0.031623430962343095,0.028167364016736397,0.034585774058577406,1.0,0.057164899614212,1.120432032438555,0.11549479505055947,0.11247367944743564,0.10417481629462683,0.9986885296752508,False,False,False,0.04736227047181674,0.05133633236305904,True,2.2246002457250807e-06,False,True,False,True
debil,20,21,20260749,5,250,5000,0.03,1.0,0.5,0.03,0.03,0.02978474625310054,0.0017660308520566442,0.026090300916398152,0.03303052264522729,0.029648535564853556,0.026686192468619245,0.03310460251046025,1.0,0.059293130686745514,1.162145361460212,0.11993411113336243,0.11650630946883878,0.10770248367032653,1.0559166406108629,False,False,False,0.007226979376298956,0.011854360711261619,True,4.633417555425572e-08,False,True,False,True
debil,20,22,20260750,5,250,5000,0.03,1.0,0.5,0.03,0.03,0.029816304561295706,0.001763176875481417,0.02613550283896486,0.03305187453601878,0.029648535564853556,0.026686192468619245,0.03310460251046025,1.0,0.05913465472747357,1.159039232658482,0.11936450171875088,0.11598304683994949,0.10770248367032653,1.054799032534909,False,False,False,0.006160905632240627,0.011854360711261619,True,3.3744014200762563e-08,False,True,False,True
debil,20,23,20260751,5,250,5000,0.03,1.0,0.5,0.03,0.03,0.030298241911638997,0.0017622190205455318,0.026617602784808667,0.03353484426866949,0.030142259414225936,0.02717991631799163,0.033598326359832634,1.0,0.05816241832396815,1.1399833991497756,0.11739649664283318,0.11415252251325485,0.1059272034059468,1.0380209286314857,False,False,False,0.009843538529687165,0.004719600222098776,True,8.894823785808396e-08,False,True,False,True
debil,20,24,20260752,5,250,5000,0.03,1.0,0.5,0.03,0.03,0.02943147898271148,0.0017948805230550984,0.02570084221952722,0.03273948523456802,0.029648535564853556,0.02619246861924686,0.03261087866108786,1.0,0.06098506038753404,1.195307183595667,0.1230982356169187,0.1195767806839645,0.11139399439726308,1.0685908521109408,False,False,False,0.019316766840785673,0.011854360711261619,True,3.232161470987739e-07,False,True,False,True
debil,20,25,20260753,5,250,5000,0.03,1.0,0.5,0.03,0.03,0.02886171964250008,0.0017983066435033614,0.02510503773053294,0.03216272596719628,0.028661087866108784,0.025698744769874472,0.032117154811715475,1.0,0.062307674864088156,1.2212304273361279,0.12613655028292092,0.12226728559636134,0.11144001381920231,1.0896859090374218,False,False,False,0.03943910382331324,0.046715328467153226,True,1.2956821722701468e-06,False,True,False,True
debil,20,26,20260754,5,250,5000,0.03,1.0,0.5,0.03,0.03,0.030162508581793146,0.0017720226344060726,0.02644366674193622,0.03343285148852663,0.030142259414225936,0.02717991631799163,0.033598326359832634,1.0,0.05874917961816049,1.1514839205159455,0.11922542762386418,0.11585881074244035,0.1059272034059468,1.0426920930577057,False,False,False,0.005387767444888211,0.004719600222098776,True,2.6409039156419977e-08,False,True,False,True
debil,20,27,20260755,5,250,5000,0.03,1.0,0.5,0.03,0.03,0.031263169970496836,0.001814268243537641,0.027465138865003173,0.034588033413344925,0.03112970711297071,0.028167364016736397,0.034585774058577406,1.0,0.05803212678847898,1.137429685054188,0.11720654442511112,0.11391830315133834,0.10254837698227356,1.0059827341469407,False,False,False,0.04040441105904797,0.03629032258064519,True,1.5955983743649804e-06,False,True,False,True
debil,20,28,20260756,5,250,5000,0.03,1.0,0.5,0.03,0.03,0.03272738441399285,0.0018368428385985326,0.028885387963868105,0.03610610989345349,0.03261087866108786,0.02915481171548117,0.03606694560669456,1.0,0.05612556186473539,1.1000610125488135,0.11329298459325218,0.11031620856474719,0.10718278587430509,1.0348965147506395,False,False,False,0.0833364615849576,0.08006158583525777,True,7.438625741691139e-06,False,True,False,True
debil,20,29,20260757,5,250,5000,0.03,1.0,0.5,0.03,0.03,0.030325570975882073,0.0017883276815214206,0.026589200814875938,0.033597620890072906,0.030142259414225936,0.02717991631799163,0.033598326359832634,1.0,0.05897094840996325,1.1558305888352798,0.11895571358934758,0.11555297805885938,0.1059272034059468,1.0370854758195076,False,False,False,0.010735856421005323,0.004719600222098776,True,1.0599646033680588e-07,False,True,False,True
debil,20,30,20260758,5,250,5000,0.03,1.0,0.5,0.03,0.03,0.030863166224853248,0.0017682287471140839,0.027184127242054084,0.03409582780400978,0.030635983263598322,0.02767364016736401,0.03409205020920502,1.0,0.05729252579698639,1.122933505620933,0.1150744117855981,0.11197329061445896,0.1042101155832105,1.0190208281253712,False,False,False,0.027967520200768304,0.020759355367385834,True,7.450559317274099e-07,False,True,False,True
debil,20,31,20260759,5,250,5000,0.03,1.0,0.5,0.03,0.03,0.03137381322226382,0.001738103775294385,0.02773790742002705,0.034555178961437186,0.03112970711297071,0.028167364016736397,0.034585774058577406,1.0,0.05539982542067833,1.0858365782452952,0.11157350161268567,0.10864588714661548,0.10254837698227356,1.002435023827544,False,False,False,0.04378853193684854,0.03629032258064519,True,1.8873627696669e-06,False,True,False,True
debil,20,32,20260760,5,250,5000,0.03,1.0,0.5,0.03,0.03,0.03087420942928698,0.0017869361851788215,0.027154542293354397,0.03415711656037056,0.030635983263598322,0.02767364016736401,0.03409205020920502,1.0,0.05787795762905433,1.1344079695294647,0.11654667422001894,0.1134049162142041,0.1042101155832105,1.0186563408871474,False,False,False,0.028315200468184896,0.020759355367385834,True,7.642421262542703e-07,False,True,False,True
debil,20,33,20260761,5,250,5000,0.03,1.0,0.5,0.03,0.03,0.029870246381725113,0.0017764661214143076,0.026170892404986348,0.03312175922972928,0.029648535564853556,0.026686192468619245,0.03310460251046025,1.0,0.05947276425885679,1.165666179473593,0.11976112006596616,0.11635101257476627,0.10770248367032653,1.0528942012430949,False,False,False,0.004343908537502798,0.011854360711261619,True,1.683600145542482e-08,False,True,False,True
debil,20,34,20260762,5,250,5000,0.03,1.0,0.5,0.03,0.03,0.030768754855875196,0.0017440027071693202,0.027126238881586596,0.03397819503191193,0.030635983263598322,0.02767364016736401,0.03409205020920502,1.0,0.05668096467791606,1.1109469076871548,0.11436802309821582,0.11134600965201184,0.1042101155832105,1.02214760890838,False,False,False,0.02498491926228887,0.020759355367385834,True,5.90984028431695e-07,False,True,False,True
debil,20,35,20260763,5,250,5000,0.03,1.0,0.5,0.03,0.03,0.026970662194373624,0.001751443668817102,0.023304137036589352,0.030174180926446487,0.02717991631799163,0.023723849372384934,0.030142259414225936,1.0,0.06493884563140138,1.272801374375467,0.13175060251466253,0.12736142406044265,0.12197887319116268,1.166089619096626,False,False,False,0.11231974149519863,0.10375615763546782,True,9.17688754059722e-06,False,False,False,False
debil,20,36,20260764,5,250,5000,0.03,1.0,0.5,0.03,0.03,0.02884943662865904,0.001758327823282781,0.02518471013560477,0.0320723883380103,0.028661087866108784,0.025698744769874472,0.032117154811715475,1.0,0.06094842841873929,1.1945891970072902,0.1230019314043456,0.11937283717289836,0.11144001381920231,1.0901498566449737,False,False,False,0.03988165821574448,0.046715328467153226,True,1.3237960714714718e-06,False,True,False,True
debil,20,37,20260765,5,250,5000,0.03,1.0,0.5,0.03,0.03,0.030567451660757763,0.0017560374900941612,0.026880052884644002,0.03380723210818088,0.030635983263598322,0.02717991631799163,0.033598326359832634,1.0,0.05744795181433287,1.1259798555609242,0.11650536594581573,0.11330972729450543,0.10766226864774327,1.0288790035250606,False,False,False,0.01856391782525513,0.020759355367385834,True,3.220013872967451e-07,False,True,False,True
debil,20,38,20260766,5,250,5000,0.03,1.0,0.5,0.03,0.03,0.03159743748220063,0.0018417239133816442,0.027757854447922482,0.034996150533416315,0.031623430962343095,0.028167364016736397,0.035079497907949786,1.0,0.05828712896161653,1.142427727647684,0.1177204847042746,0.11453928961124278,0.11060927812022338,1.0719051532588626,False,False,False,0.05055591875450332,0.05133633236305904,True,2.5518065095395e-06,False,True,False,True
debil,20,39,20260767,5,250,5000,0.03,1.0,0.5,0.03,0.03,0.030538021221470292,0.0017549756626672043,0.026853664069633333,0.03377253468915169,0.030635983263598322,0.02717991631799163,0.033598326359832634,1.0,0.05746854552034098,1.126383492198683,0.11648738560512442,0.11328289035724948,0.10766226864774327,1.029870566168488,False,False,False,0.017618077398283773,0.020759355367385834,True,2.894668347523862e-07,False,True,False,True
debil,20,40,20260768,5,250,5000,0.03,1.0,0.5,0.03,0.03,0.03116103497842782,0.0018343824834899838,0.027326713494436463,0.03453788040656483,0.03112970711297071,0.02767364016736401,0.034585774058577406,1.0,0.05886782915778925,1.1538094514926693,0.11904313112303197,0.1157080776861314,0.11240700883702771,1.0869169169250252,False,False,False,0.03725919178331466,0.03629032258064519,True,1.3480022211328878e-06,False,True,False,True
debil,20,41,20260769,5,250,5000,0.03,1.0,0.5,0.03,0.03,0.02989348614582198,0.001774272350247803,0.026200896911986668,0.03314586598444506,0.029648535564853556,0.026686192468619245,0.03310460251046025,1.0,0.059353142741291866,1.1633215977293205,0.11952846901699524,0.11616191297629973,0.10770248367032653,1.0520756612863802,False,False,False,0.0035631125007781605,0.011854360711261619,True,1.1345201131856303e-08,False,True,False,True
debil,20,42,20260770,5,250,5000,0.03,1.0,0.5,0.03,0.03,0.028051361061996655,0.0017558126001906667,0.024365823123256372,0.03128429973788354,0.028167364016736397,0.024711297071129706,0.03112970711297071,1.0,0.06259277745240682,1.2268184380671736,0.12729955759944048,0.12331802010135193,0.11750953104005762,1.1211651775296185,False,False,False,0.06946682314974424,0.06506238859180051,True,3.797193710702801e-06,False,True,False,True
debil,20,43,20260771,5,250,5000,0.03,1.0,0.5,0.03,0.03,0.028807148659166885,0.0017183431132181885,0.025220396150202513,0.0319688438667571,0.028661087866108784,0.025698744769874472,0.032117154811715475,1.0,0.059649885295793924,1.1691377517975607,0.12055780471316316,0.11713147657199884,0.11144001381920231,1.0917501616395817,False,False,False,0.04140817110871985,0.046715328467153226,True,1.4228943213273566e-06,False,True,False,True
debil,20,44,20260772,5,250,5000,0.03,1.0,0.5,0.03,0.03,0.031124845079678644,0.0017575479531003891,0.027434076735109184,0.03436907517223351,0.03112970711297071,0.028167364016736397,0.03409205020920502,1.0,0.05646768517565696,1.1067666294428762,0.11446306615227345,0.11140615189201658,0.09603091470890145,0.9327263242203417,False,False,True,0.03613978083422033,0.03629032258064519,True,1.2652764532772572e-06,False,True,False,False
debil,20,45,20260773,5,250,5000,0.03,1.0,0.5,0.03,0.03,0.030170791742481974,0.0017913262787123696,0.026414862148252997,0.03347521365543597,0.030142259414225936,0.026686192468619245,0.033598326359832634,1.0,0.05937286280061697,1.1637081108920926,0.12045125481958535,0.11700640088343538,0.11618597084389168,1.1225908937369953,False,False,False,0.005660830645073673,0.004719600222098776,True,2.9169819300029335e-08,False,True,False,True
debil,20,46,20260774,5,250,5000,0.03,1.0,0.5,0.03,0.03,0.028588933927393555,0.0018179638708249485,0.024793339255836773,0.03194884104501584,0.028661087866108784,0.025205020920502086,0.032117154811715475,1.0,0.06358977482133388,1.246359586498144,0.1291272578066453,0.12514460677952655,0.12236316156253921,1.184705108380845,False,False,False,0.04935707208215902,0.046715328467153226,True,1.991107461260975e-06,False,True,False,True
debil,20,47,20260775,5,250,5000,0.03,1.0,0.5,0.03,0.03,0.0332861286693995,0.0018150946517761094,0.029491943310225192,0.03662685359054369,0.03310460251046025,0.030142259414225936,0.036560669456066945,1.0,0.054530061750459935,1.0687892103090146,0.1099306524219267,0.10717542960887702,0.0964041873433404,0.9448443078913424,False,False,True,0.0987236666071202,0.09378159757330631,True,1.079864163184933e-05,False,True,False,False
debil,20,48,20260776,5,250,5000,0.03,1.0,0.5,0.03,0.03,0.028660073758134133,0.001777618134596405,0.024929090078426072,0.03194098798164542,0.028661087866108784,0.025205020920502086,0.032117154811715475,1.0,0.0620241995745699,1.21567431166157,0.12619092381862254,0.12232867860692916,0.12236316156253921,1.181764441807585,False,False,False,0.04675236543958917,0.046715328467153226,True,1.7954023336407828e-06,False,True,False,True
debil,20,49,20260777,5,250,5000,0.03,1.0,0.5,0.03,0.03,0.026002397104572417,0.0017752085177778932,0.022294182825414764,0.029266919195433377,0.02619246861924686,0.022736401673640168,0.02915481171548117,1.0,0.06827095635216378,1.33811074450241,0.13893704873156157,0.13407872247271552,0.12680661836199922,1.2095119184027272,False,False,False,0.15373978327269752,0.1453674121405752,False,1.598082890953099e-05,False,False,False,False
debil,20,50,20260778,5,250,5000,0.03,1.0,0.5,0.03,0.03,0.029378560898146874,0.001781457781061584,0.025667830391429287,0.03264377582333508,0.02915481171548117,0.02619246861924686,0.03261087866108786,1.0,0.060638020604132245,1.188505203840992,0.12229650604593403,0.11872510461099234,0.10953899985324994,1.0705156496281854,False,False,False,0.021152809492868057,0.028989667049368603,True,3.8618655731201814e-07,False,True,False,True
debil,20,51,20260779,5,250,5000,0.03,1.0,0.5,0.03,0.03,0.029785904317249194,0.0017368066099943224,0.026161885718559652,0.032981982889705795,0.029648535564853556,0.026686192468619245,0.03310460251046025,1.0,0.05830968203938423,1.1428697679719308,0.11771330422205051,0.11448531322912671,0.10770248367032653,1.0558755869905856,False,False,False,0.007187818790743207,0.011854360711261619,True,4.583696137253324e-08,False,True,False,True
debil,20,52,20260780,5,250,5000,0.03,1.0,0.5,0.03,0.03,0.03079019810855714,0.0017928299504755307,0.02703900516688378,0.03407588752582183,0.030635983263598322,0.02767364016736401,0.03409205020920502,1.0,0.05822729506820781,1.141254983336873,0.11757768182379684,0.11427146935086424,0.1042101155832105,1.0214357534867686,False,False,False,0.025663950123709325,0.020759355367385834,True,6.244130507672838e-07,False,True,False,True
debil,20,53,20260781,5,250,5000,0.03,1.0,0.5,0.03,0.03,0.026494559138759696,0.001651484453905699,0.023005708068806047,0.029520778036072098,0.026686192468619245,0.023723849372384934,0.029648535564853556,1.0,0.06233296599714665,1.221726133544074,0.1270815145080115,0.1229510922062288,0.11239152543132225,1.095732983932764,False,False,False,0.13230795209240098,0.12417685794920039,False,1.228811563165316e-05,False,False,False,False
debil,20,54,20260782,5,250,5000,0.03,1.0,0.5,0.03,0.03,0.028699085776635318,0.0017872444210598705,0.024949757442543474,0.031994182385046345,0.028661087866108784,0.025205020920502086,0.032117154811715475,1.0,0.06227530852271654,1.2205960470452442,0.12663281719689648,0.12272908268454188,0.12236316156253921,1.180158013762223,False,False,False,0.04532946566624737,0.046715328467153226,True,1.6923778165525315e-06,False,True,False,True
debil,20,55,20260783,5,250,5000,0.03,1.0,0.5,0.03,0.03,0.029802606387273837,0.0017088534434208753,0.026228979950090332,0.03294717458330624,0.029648535564853556,0.026686192468619245,0.03310460251046025,1.0,0.0573390602558366,1.1238455810143972,0.11584498953200764,0.11271152841324437,0.10770248367032653,1.0552838498867207,False,False,False,0.006623367438441576,0.011854360711261619,True,3.896423834508604e-08,False,True,False,True
debil,20,56,20260784,5,250,5000,0.03,1.0,0.5,0.03,0.03,0.028607746952588962,0.0017198114729251761,0.02498880253295344,0.031768451540638565,0.028661087866108784,0.025698744769874472,0.031623430962343095,1.0,0.060116984248196295,1.1782928912646473,0.12215728681850888,0.11849323574696217,0.1044737369767579,1.0147937337116646,False,False,False,0.04866699393413924,0.046715328467153226,True,1.9383685480253176e-06,False,True,False,True
debil,20,57,20260785,5,250,5000,0.03,1.0,0.5,0.03,0.03,0.03093006636998595,0.0018433386410617292,0.02708929275520691,0.03434417534740935,0.03112970711297071,0.02767364016736401,0.03409205020920502,1.0,0.05959698304593604,1.1681008677003464,0.1205953286212026,0.11727880738145562,0.1058895465636556,1.0168167384063467,False,False,False,0.030069976535468324,0.03629032258064519,True,8.650234525788454e-07,False,True,False,True
debil,20,58,20260786,5,250,5000,0.03,1.0,0.5,0.03,0.03,0.028594776715994988,0.0017543089706284483,0.024908844385531717,0.031829268952664594,0.028661087866108784,0.025205020920502086,0.031623430962343095,1.0,0.06135067911361395,1.2024733106268333,0.1247984552735829,0.1210085435509244,0.11539688472009478,1.0998585342136529,False,False,False,0.049142656295650365,0.046715328467153226,True,1.974652477909828e-06,False,True,False,True
debil,20,59,20260787,5,250,5000,0.03,1.0,0.5,0.03,0.03,0.03285890138453079,0.001792729044850932,0.029129406217595823,0.03615944024078107,0.03261087866108786,0.029648535564853556,0.03606694560669456,1.0,0.05455839876907471,1.0693446158738642,0.10965467181403339,0.10697305337321508,0.09786949594409547,0.9571290542241603,False,False,True,0.08700538557496322,0.08006158583525777,True,8.173317126472085e-06,False,True,False,False
debil,20,60,20260788,5,250,5000,0.03,1.0,0.5,0.03,0.03,0.028143052600773138,0.001760076564043344,0.024445829234975756,0.03139113207722774,0.028167364016736397,0.024711297071129706,0.03112970711297071,1.0,0.06254035726014284,1.2257910022987997,0.12735636127538535,0.1233928483305536,0.11750953104005762,1.117512362683674,False,False,False,0.06598244424898844,0.06506238859180051,True,3.4482536434954035e-06,False,True,False,True
debil,20,61,20260789,5,250,5000,0.03,1.0,0.5,0.03,0.03,0.03055867468995741,0.0018268512204816254,0.026750849392066272,0.03393660027804876,0.030635983263598322,0.02717991631799163,0.03409205020920502,1.0,0.05978175555767767,1.1717224089304823,0.12094022361378143,0.11757301255515451,0.11426487143026415,1.1083417854530262,False,False,False,0.018282032700227404,0.020759355367385834,True,3.1211740919901123e-07,False,True,False,True
debil,20,62,20260790,5,250,5000,0.03,1.0,0.5,0.03,0.03,0.030103151507572902,0.0017441141505084136,0.026437747000134154,0.03331941740449409,0.030142259414225936,0.02717991631799163,0.03310460251046025,1.0,0.05793792553811701,1.1355833405470934,0.11758556106981997,0.11430149435730584,0.09923723769344553,0.9643828266881971,False,False,True,0.003426601615015414,0.004719600222098776,True,1.0640233514562683e-08,False,True,False,False
debil,20,63,20260791,5,250,5000,0.03,1.0,0.5,0.03,0.03,0.029383531206172844,0.0017713964235484883,0.025699118138460875,0.032624301339033816,0.02915481171548117,0.02619246861924686,0.03261087866108786,1.0,0.06028534865735798,1.1815928336842163,0.12135168666955365,0.11784123480567425,0.10953899985324994,1.0703345688558323,False,False,False,0.020980078585573308,0.028989667049368603,True,3.8003377376270766e-07,False,True,False,True
debil,20,64,20260792,5,250,5000,0.03,1.0,0.5,0.03,0.03,0.033446118689690996,0.0018176179369045324,0.02966864127477825,0.0368105151220625,0.033598326359832634,0.030142259414225936,0.036560669456066945,1.0,0.054344659652983046,1.0651553291984677,0.10935996261269655,0.10676685557367184,0.0978419646571061,0.940324630693688,False,False,True,0.10303493573241386,0.10709838107098377,True,1.1875734023437593e-05,False,False,True,False
